date,source,title,summary,text
2026-03-09,prescraped,"Bitcoin's mined supply hits 20 million milestone, leaving final 1 million BTC to be issued over next 114 years - The Block","Bitcoin's mined supply hits 20 million milestone, leaving final 1 million BTC to be issued over next 114 years  The Block","Bitcoin's mined supply hits 20 million milestone, leaving final 1 million BTC to be issued over next 114 years - The Block. Bitcoin's mined supply hits 20 million milestone, leaving final 1 million BTC to be issued over next 114 years  The Block"
2026-03-09,prescraped,Bhutan moves nearly $12 million in bitcoin as 2026 outflows pile up - The Block,Bhutan moves nearly $12 million in bitcoin as 2026 outflows pile up  The Block,Bhutan moves nearly $12 million in bitcoin as 2026 outflows pile up - The Block. Bhutan moves nearly $12 million in bitcoin as 2026 outflows pile up  The Block
2026-03-09,prescraped,Bitcoin Shows ‘Tentative Signs of Improvement’ as Iran Conflict Fears Wane - Yahoo Finance,Bitcoin Shows ‘Tentative Signs of Improvement’ as Iran Conflict Fears Wane  Yahoo Finance,Bitcoin Shows ‘Tentative Signs of Improvement’ as Iran Conflict Fears Wane - Yahoo Finance. Bitcoin Shows ‘Tentative Signs of Improvement’ as Iran Conflict Fears Wane  Yahoo Finance
2026-03-09,prescraped,Reform UK's Nigel Farage invests in bitcoin-buying company - Reuters,Reform UK's Nigel Farage invests in bitcoin-buying company  Reuters,Reform UK's Nigel Farage invests in bitcoin-buying company - Reuters. Reform UK's Nigel Farage invests in bitcoin-buying company  Reuters
2026-03-09,prescraped,Bhutan sells $42.5 million of bitcoin in 2026 as national stack drops 58% from peak - CoinDesk,Bhutan sells $42.5 million of bitcoin in 2026 as national stack drops 58% from peak  CoinDesk,Bhutan sells $42.5 million of bitcoin in 2026 as national stack drops 58% from peak - CoinDesk. Bhutan sells $42.5 million of bitcoin in 2026 as national stack drops 58% from peak  CoinDesk
2026-03-09,prescraped,"Bitcoin prices gain on Strategy buy, United Airlines stock dips - Yahoo Finance","Bitcoin prices gain on Strategy buy, United Airlines stock dips  Yahoo Finance","Bitcoin prices gain on Strategy buy, United Airlines stock dips - Yahoo Finance. Bitcoin prices gain on Strategy buy, United Airlines stock dips  Yahoo Finance"
2026-03-09,prescraped,Bitcoin Is Suddenly Braced For A Surprise Fed Price Shock - Forbes,Bitcoin Is Suddenly Braced For A Surprise Fed Price Shock  Forbes,Bitcoin Is Suddenly Braced For A Surprise Fed Price Shock - Forbes. Bitcoin Is Suddenly Braced For A Surprise Fed Price Shock  Forbes
2026-03-09,prescraped,Why Bitcoin Miners Are Abandoning The Orange Coin For AI — And Why It Might Be A Massive Trap - Bitcoin Magazine,Why Bitcoin Miners Are Abandoning The Orange Coin For AI — And Why It Might Be A Massive Trap  Bitcoin Magazine,Why Bitcoin Miners Are Abandoning The Orange Coin For AI — And Why It Might Be A Massive Trap - Bitcoin Magazine. Why Bitcoin Miners Are Abandoning The Orange Coin For AI — And Why It Might Be A Massive Trap  Bitcoin Magazine
2026-03-09,prescraped,What’s Really Driving Volatility in the Crypto Markets? - JD Supra,What’s Really Driving Volatility in the Crypto Markets?  JD Supra,What’s Really Driving Volatility in the Crypto Markets? - JD Supra. What’s Really Driving Volatility in the Crypto Markets?  JD Supra
2026-03-09,prescraped,Coinbase Launches Regulated Bitcoin And Crypto Futures Across Europe - Bitcoin Magazine,Coinbase Launches Regulated Bitcoin And Crypto Futures Across Europe  Bitcoin Magazine,Coinbase Launches Regulated Bitcoin And Crypto Futures Across Europe - Bitcoin Magazine. Coinbase Launches Regulated Bitcoin And Crypto Futures Across Europe  Bitcoin Magazine
2026-03-09,prescraped,Bitcoin could be the big winner if the U.S.-Iran conflict drags on for months - CoinDesk,Bitcoin could be the big winner if the U.S.-Iran conflict drags on for months  CoinDesk,Bitcoin could be the big winner if the U.S.-Iran conflict drags on for months - CoinDesk. Bitcoin could be the big winner if the U.S.-Iran conflict drags on for months  CoinDesk
2026-03-09,prescraped,"Is Bitcoin’s ""Digital Gold"" Narrative Losing Its Shine? - Institutional Investor","Is Bitcoin’s ""Digital Gold"" Narrative Losing Its Shine?  Institutional Investor","Is Bitcoin’s ""Digital Gold"" Narrative Losing Its Shine? - Institutional Investor. Is Bitcoin’s ""Digital Gold"" Narrative Losing Its Shine?  Institutional Investor"
2026-03-09,prescraped,Bitcoin Decouples from Sinking FTSE 100 as Gilt Yields Surge - Yahoo Finance,Bitcoin Decouples from Sinking FTSE 100 as Gilt Yields Surge  Yahoo Finance,Bitcoin Decouples from Sinking FTSE 100 as Gilt Yields Surge - Yahoo Finance. Bitcoin Decouples from Sinking FTSE 100 as Gilt Yields Surge  Yahoo Finance
2026-03-09,prescraped,Here's What Would Need to Happen for Bitcoin to Flip Gold Someday - The Motley Fool,Here's What Would Need to Happen for Bitcoin to Flip Gold Someday  The Motley Fool,Here's What Would Need to Happen for Bitcoin to Flip Gold Someday - The Motley Fool. Here's What Would Need to Happen for Bitcoin to Flip Gold Someday  The Motley Fool
2026-03-09,prescraped,"Bitcoin Rallies Above $69,000 as Oil Reverses Sharply - thedefiant.io","Bitcoin Rallies Above $69,000 as Oil Reverses Sharply  thedefiant.io","Bitcoin Rallies Above $69,000 as Oil Reverses Sharply - thedefiant.io. Bitcoin Rallies Above $69,000 as Oil Reverses Sharply  thedefiant.io"
2026-03-09,prescraped,The crypto comeback: Why bitcoin is rising even as the S&P 500 and tech stocks stumble - CoinDesk,The crypto comeback: Why bitcoin is rising even as the S&P 500 and tech stocks stumble  CoinDesk,The crypto comeback: Why bitcoin is rising even as the S&P 500 and tech stocks stumble - CoinDesk. The crypto comeback: Why bitcoin is rising even as the S&P 500 and tech stocks stumble  CoinDesk
2026-03-09,prescraped,Coinbase rolls out 10x levered Bitcoin contracts for Europeans - Yahoo Finance,Coinbase rolls out 10x levered Bitcoin contracts for Europeans  Yahoo Finance,Coinbase rolls out 10x levered Bitcoin contracts for Europeans - Yahoo Finance. Coinbase rolls out 10x levered Bitcoin contracts for Europeans  Yahoo Finance
2026-03-09,prescraped,"Strategy (MSTR) added 17,994 bitcoin last week, bringing total holdings to 738,731 coins - CoinDesk","Strategy (MSTR) added 17,994 bitcoin last week, bringing total holdings to 738,731 coins  CoinDesk","Strategy (MSTR) added 17,994 bitcoin last week, bringing total holdings to 738,731 coins - CoinDesk. Strategy (MSTR) added 17,994 bitcoin last week, bringing total holdings to 738,731 coins  CoinDesk"
2026-03-09,prescraped,"Bitcoin Price Bounces, But Bears Are Still in Control: Analysis - Yahoo Finance","Bitcoin Price Bounces, But Bears Are Still in Control: Analysis  Yahoo Finance","Bitcoin Price Bounces, But Bears Are Still in Control: Analysis - Yahoo Finance. Bitcoin Price Bounces, But Bears Are Still in Control: Analysis  Yahoo Finance"
2026-03-09,prescraped,"Bitcoin, Ethereum, XRP Brace for U.S. CPI Report - Yahoo Finance","Bitcoin, Ethereum, XRP Brace for U.S. CPI Report  Yahoo Finance","Bitcoin, Ethereum, XRP Brace for U.S. CPI Report - Yahoo Finance. Bitcoin, Ethereum, XRP Brace for U.S. CPI Report  Yahoo Finance"
2026-03-09,prescraped,"Down 44%, the Market Is Dumping Bitcoin: Here Are Its 3 Biggest Trillion-Dollar Competitive Risks - The Motley Fool","Down 44%, the Market Is Dumping Bitcoin: Here Are Its 3 Biggest Trillion-Dollar Competitive Risks  The Motley Fool","Down 44%, the Market Is Dumping Bitcoin: Here Are Its 3 Biggest Trillion-Dollar Competitive Risks - The Motley Fool. Down 44%, the Market Is Dumping Bitcoin: Here Are Its 3 Biggest Trillion-Dollar Competitive Risks  The Motley Fool"
2026-03-09,prescraped,"Strategy buys $1.28 billion in bitcoin, holdings hit 738,731 BTC - Yahoo Finance","Strategy buys $1.28 billion in bitcoin, holdings hit 738,731 BTC  Yahoo Finance","Strategy buys $1.28 billion in bitcoin, holdings hit 738,731 BTC - Yahoo Finance. Strategy buys $1.28 billion in bitcoin, holdings hit 738,731 BTC  Yahoo Finance"
2026-03-09,prescraped,Why Is Bitcoin Going Down? How Low Can BTC Go and What Are Analyst Bitcoin Price Predictions - Finance Magnates,Why Is Bitcoin Going Down? How Low Can BTC Go and What Are Analyst Bitcoin Price Predictions  Finance Magnates,Why Is Bitcoin Going Down? How Low Can BTC Go and What Are Analyst Bitcoin Price Predictions - Finance Magnates. Why Is Bitcoin Going Down? How Low Can BTC Go and What Are Analyst Bitcoin Price Predictions  Finance Magnates
2026-03-09,prescraped,Professional Capital Management CEO: Bitcoin is more mobile and resilient than gold - CNBC,Professional Capital Management CEO: Bitcoin is more mobile and resilient than gold  CNBC,Professional Capital Management CEO: Bitcoin is more mobile and resilient than gold - CNBC. Professional Capital Management CEO: Bitcoin is more mobile and resilient than gold  CNBC
2026-03-09,prescraped,"Bitcoin Price Bounces, But Bears Are Still in Control: Analysis - Decrypt","Bitcoin Price Bounces, But Bears Are Still in Control: Analysis  Decrypt","Bitcoin Price Bounces, But Bears Are Still in Control: Analysis - Decrypt. Bitcoin Price Bounces, But Bears Are Still in Control: Analysis  Decrypt"
2026-03-09,prescraped,"Bitcoin price analysis: BTC could be bottoming, based on the stock market's VIX - CoinDesk","Bitcoin price analysis: BTC could be bottoming, based on the stock market's VIX  CoinDesk","Bitcoin price analysis: BTC could be bottoming, based on the stock market's VIX - CoinDesk. Bitcoin price analysis: BTC could be bottoming, based on the stock market's VIX  CoinDesk"
2026-03-09,prescraped,"Bitcoin floats near $70,000 as dollar strength and oil volatility pressure risk assets: analysts - The Block","Bitcoin floats near $70,000 as dollar strength and oil volatility pressure risk assets: analysts  The Block","Bitcoin floats near $70,000 as dollar strength and oil volatility pressure risk assets: analysts - The Block. Bitcoin floats near $70,000 as dollar strength and oil volatility pressure risk assets: analysts  The Block"
2026-03-09,prescraped,"Bitcoin price news: BTC takes aim at $70,000 after Trump says U.S. ahead of schedule in Iran attack - CoinDesk","Bitcoin price news: BTC takes aim at $70,000 after Trump says U.S. ahead of schedule in Iran attack  CoinDesk","Bitcoin price news: BTC takes aim at $70,000 after Trump says U.S. ahead of schedule in Iran attack - CoinDesk. Bitcoin price news: BTC takes aim at $70,000 after Trump says U.S. ahead of schedule in Iran attack  CoinDesk"
2026-03-09,prescraped,Bitcoin Hits 20 Million Mined: Less Than 1 Million Coins Left - Bitcoin Magazine,Bitcoin Hits 20 Million Mined: Less Than 1 Million Coins Left  Bitcoin Magazine,Bitcoin Hits 20 Million Mined: Less Than 1 Million Coins Left - Bitcoin Magazine. Bitcoin Hits 20 Million Mined: Less Than 1 Million Coins Left  Bitcoin Magazine
2026-03-09,prescraped,Willy Woo Warns Bitcoin Bull Trap May Last to April - Bitbo,Willy Woo Warns Bitcoin Bull Trap May Last to April  Bitbo,Willy Woo Warns Bitcoin Bull Trap May Last to April - Bitbo. Willy Woo Warns Bitcoin Bull Trap May Last to April  Bitbo
2026-03-09,prescraped,"Regime change, oil shock, and Bitcoin’s inflection point - 21Shares","Regime change, oil shock, and Bitcoin’s inflection point  21Shares","Regime change, oil shock, and Bitcoin’s inflection point - 21Shares. Regime change, oil shock, and Bitcoin’s inflection point  21Shares"
2026-03-09,prescraped,"'The second century begins': Michael Saylor's Strategy buys another 17,994 bitcoin for $1.3 billion as holdings reach 738,731 BTC - The Block","'The second century begins': Michael Saylor's Strategy buys another 17,994 bitcoin for $1.3 billion as holdings reach 738,731 BTC  The Block","'The second century begins': Michael Saylor's Strategy buys another 17,994 bitcoin for $1.3 billion as holdings reach 738,731 BTC - The Block. 'The second century begins': Michael Saylor's Strategy buys another 17,994 bitcoin for $1.3 billion as holdings reach 738,731 BTC  The Block"
2026-03-09,prescraped,Bitcoin rises 3% as crypto continues to be largely unaffected by Iran conflict - Investing.com,Bitcoin rises 3% as crypto continues to be largely unaffected by Iran conflict  Investing.com,Bitcoin rises 3% as crypto continues to be largely unaffected by Iran conflict - Investing.com. Bitcoin rises 3% as crypto continues to be largely unaffected by Iran conflict  Investing.com
2026-03-09,prescraped,7 Best Bitcoin ETFs Of 2026 - Forbes,7 Best Bitcoin ETFs Of 2026  Forbes,7 Best Bitcoin ETFs Of 2026 - Forbes. 7 Best Bitcoin ETFs Of 2026  Forbes
2026-03-09,prescraped,"Bitcoin Has A Golden Opportunity With AI Agents, It's Time To Build - Bitcoin Magazine","Bitcoin Has A Golden Opportunity With AI Agents, It's Time To Build  Bitcoin Magazine","Bitcoin Has A Golden Opportunity With AI Agents, It's Time To Build - Bitcoin Magazine. Bitcoin Has A Golden Opportunity With AI Agents, It's Time To Build  Bitcoin Magazine"
2026-03-09,prescraped,"Traders Are Paying Just Pennies for ""Yes"" on $150,000 Bitcoin by March -- What That Implies for the Next Leg of This Rally - The Motley Fool","Traders Are Paying Just Pennies for ""Yes"" on $150,000 Bitcoin by March -- What That Implies for the Next Leg of This Rally  The Motley Fool","Traders Are Paying Just Pennies for ""Yes"" on $150,000 Bitcoin by March -- What That Implies for the Next Leg of This Rally - The Motley Fool. Traders Are Paying Just Pennies for ""Yes"" on $150,000 Bitcoin by March -- What That Implies for the Next Leg of This Rally  The Motley Fool"
2026-03-09,prescraped,Here's how traders and big buyers played bitcoin during the oil shock - CoinDesk,Here's how traders and big buyers played bitcoin during the oil shock  CoinDesk,Here's how traders and big buyers played bitcoin during the oil shock - CoinDesk. Here's how traders and big buyers played bitcoin during the oil shock  CoinDesk
2026-03-09,prescraped,Bitcoin Drops to 7-Day Low as Oil Surges on Iran War Concerns - Bloomberg.com,Bitcoin Drops to 7-Day Low as Oil Surges on Iran War Concerns  Bloomberg.com,Bitcoin Drops to 7-Day Low as Oil Surges on Iran War Concerns - Bloomberg.com. Bitcoin Drops to 7-Day Low as Oil Surges on Iran War Concerns  Bloomberg.com
2026-03-09,prescraped,Clarity Act stokes debate on crypto - Payments Dive,Clarity Act stokes debate on crypto  Payments Dive,Clarity Act stokes debate on crypto - Payments Dive. Clarity Act stokes debate on crypto  Payments Dive
2026-03-09,prescraped,"The Daily: Bitcoin's mined supply tops 20 million BTC, Nasdaq partners with Kraken on tokenization initiative, and more - The Block","The Daily: Bitcoin's mined supply tops 20 million BTC, Nasdaq partners with Kraken on tokenization initiative, and more  The Block","The Daily: Bitcoin's mined supply tops 20 million BTC, Nasdaq partners with Kraken on tokenization initiative, and more - The Block. The Daily: Bitcoin's mined supply tops 20 million BTC, Nasdaq partners with Kraken on tokenization initiative, and more  The Block"
2026-03-09,prescraped,"Bitcoin jumps past $70,000 as war volatility fades - CoinDesk","Bitcoin jumps past $70,000 as war volatility fades  CoinDesk","Bitcoin jumps past $70,000 as war volatility fades - CoinDesk. Bitcoin jumps past $70,000 as war volatility fades  CoinDesk"
2026-03-09,prescraped,Bitcoin's unending saga: Slump asks questions about its place as a serious asset class - The National,Bitcoin's unending saga: Slump asks questions about its place as a serious asset class  The National,Bitcoin's unending saga: Slump asks questions about its place as a serious asset class - The National. Bitcoin's unending saga: Slump asks questions about its place as a serious asset class  The National
2026-03-09,prescraped,Bitcoin Shows ‘Tentative Signs of Improvement’ as Iran Conflict Fears Wane - Decrypt,Bitcoin Shows ‘Tentative Signs of Improvement’ as Iran Conflict Fears Wane  Decrypt,Bitcoin Shows ‘Tentative Signs of Improvement’ as Iran Conflict Fears Wane - Decrypt. Bitcoin Shows ‘Tentative Signs of Improvement’ as Iran Conflict Fears Wane  Decrypt
2026-03-09,prescraped,"Nigel Farage invests £215,000 in Kwasi Kwarteng’s bitcoin firm - The Guardian","Nigel Farage invests £215,000 in Kwasi Kwarteng’s bitcoin firm  The Guardian","Nigel Farage invests £215,000 in Kwasi Kwarteng’s bitcoin firm - The Guardian. Nigel Farage invests £215,000 in Kwasi Kwarteng’s bitcoin firm  The Guardian"
2026-03-09,prescraped,"‘Thank You, Mr. President’—Trump Oil Price Shock Crashes Bitcoin Price - Forbes","‘Thank You, Mr. President’—Trump Oil Price Shock Crashes Bitcoin Price  Forbes","‘Thank You, Mr. President’—Trump Oil Price Shock Crashes Bitcoin Price - Forbes. ‘Thank You, Mr. President’—Trump Oil Price Shock Crashes Bitcoin Price  Forbes"
2026-03-09,prescraped,Best Bitcoin Gambling Sites 2026 – Fast Payout BTC Casinos - Baseball America,Best Bitcoin Gambling Sites 2026 – Fast Payout BTC Casinos  Baseball America,Best Bitcoin Gambling Sites 2026 – Fast Payout BTC Casinos - Baseball America. Best Bitcoin Gambling Sites 2026 – Fast Payout BTC Casinos  Baseball America
2026-03-09,prescraped,"BTC Hits New Milestone: Over 95% Of Bitcoin Supply Mined, Only 1M Left - Stocktwits","BTC Hits New Milestone: Over 95% Of Bitcoin Supply Mined, Only 1M Left  Stocktwits","BTC Hits New Milestone: Over 95% Of Bitcoin Supply Mined, Only 1M Left - Stocktwits. BTC Hits New Milestone: Over 95% Of Bitcoin Supply Mined, Only 1M Left  Stocktwits"
2026-03-08,prescraped,Is Bitcoin Going to $0? - Yahoo Finance,Is Bitcoin Going to $0?  Yahoo Finance,Is Bitcoin Going to $0? - Yahoo Finance. Is Bitcoin Going to $0?  Yahoo Finance
2026-03-08,prescraped,"Bitcoin recovers from $66,000 shock as experts predict volatility — and silver linings - dlnews.com","Bitcoin recovers from $66,000 shock as experts predict volatility — and silver linings  dlnews.com","Bitcoin recovers from $66,000 shock as experts predict volatility — and silver linings - dlnews.com. Bitcoin recovers from $66,000 shock as experts predict volatility — and silver linings  dlnews.com"
2026-03-08,prescraped,"Bitcoin slumps to $66,000 as oil price spike rattles Asian stock markets - The Block","Bitcoin slumps to $66,000 as oil price spike rattles Asian stock markets  The Block","Bitcoin slumps to $66,000 as oil price spike rattles Asian stock markets - The Block. Bitcoin slumps to $66,000 as oil price spike rattles Asian stock markets  The Block"
2026-03-08,prescraped,"Bitcoin Has Only a 5% Chance of Hitting $150,000 by June, According to Prediction Markets -- Here's Why I'm Not Taking Those Odds at Face Value - Yahoo Finance","Bitcoin Has Only a 5% Chance of Hitting $150,000 by June, According to Prediction Markets -- Here's Why I'm Not Taking Those Odds at Face Value  Yahoo Finance","Bitcoin Has Only a 5% Chance of Hitting $150,000 by June, According to Prediction Markets -- Here's Why I'm Not Taking Those Odds at Face Value - Yahoo Finance. Bitcoin Has Only a 5% Chance of Hitting $150,000 by June, According to Prediction Markets -- Here's Why I'm Not Taking Those Odds at Face Value  Yahoo Finance"
2026-03-08,prescraped,Better Crypto Buy: Bitcoin vs. XRP - Yahoo Finance,Better Crypto Buy: Bitcoin vs. XRP  Yahoo Finance,Better Crypto Buy: Bitcoin vs. XRP - Yahoo Finance. Better Crypto Buy: Bitcoin vs. XRP  Yahoo Finance
2026-03-08,prescraped,Is Bitcoin Going to $0? - The Motley Fool,Is Bitcoin Going to $0?  The Motley Fool,Is Bitcoin Going to $0? - The Motley Fool. Is Bitcoin Going to $0?  The Motley Fool
2026-03-08,prescraped,"Bitcoin price news: BTC falls sharply along with stocks as oil soars nearly 20%, - CoinDesk","Bitcoin price news: BTC falls sharply along with stocks as oil soars nearly 20%,  CoinDesk","Bitcoin price news: BTC falls sharply along with stocks as oil soars nearly 20%, - CoinDesk. Bitcoin price news: BTC falls sharply along with stocks as oil soars nearly 20%,  CoinDesk"
2026-03-08,prescraped,"Bitcoin is still a great way to diversify portfolio even if it trades like a tech stock, analyst says - CoinDesk","Bitcoin is still a great way to diversify portfolio even if it trades like a tech stock, analyst says  CoinDesk","Bitcoin is still a great way to diversify portfolio even if it trades like a tech stock, analyst says - CoinDesk. Bitcoin is still a great way to diversify portfolio even if it trades like a tech stock, analyst says  CoinDesk"
2026-03-09,prescraped,$1M in Bitcoin ATM scams reported in Kennewick. What police are doing - Tri-City Herald,$1M in Bitcoin ATM scams reported in Kennewick. What police are doing  Tri-City Herald,$1M in Bitcoin ATM scams reported in Kennewick. What police are doing - Tri-City Herald. $1M in Bitcoin ATM scams reported in Kennewick. What police are doing  Tri-City Herald
2026-03-08,prescraped,"Got $1,000? Should You Buy Bitcoin or Cardano? - Yahoo Finance","Got $1,000? Should You Buy Bitcoin or Cardano?  Yahoo Finance","Got $1,000? Should You Buy Bitcoin or Cardano? - Yahoo Finance. Got $1,000? Should You Buy Bitcoin or Cardano?  Yahoo Finance"
2026-03-08,prescraped,Bitcoin could face deeper downside as odds of U.S. market meltdown rise to 35% - CoinDesk,Bitcoin could face deeper downside as odds of U.S. market meltdown rise to 35%  CoinDesk,Bitcoin could face deeper downside as odds of U.S. market meltdown rise to 35% - CoinDesk. Bitcoin could face deeper downside as odds of U.S. market meltdown rise to 35%  CoinDesk
2026-03-08,prescraped,Is Bitcoin Still 'Digital Gold'? How Investors See It Now - WSJ,Is Bitcoin Still 'Digital Gold'? How Investors See It Now  WSJ,Is Bitcoin Still 'Digital Gold'? How Investors See It Now - WSJ. Is Bitcoin Still 'Digital Gold'? How Investors See It Now  WSJ
2026-03-08,prescraped,Bitcoin Price Slips as Oil Surges and US Stock Futures Tumble - Yahoo Finance,Bitcoin Price Slips as Oil Surges and US Stock Futures Tumble  Yahoo Finance,Bitcoin Price Slips as Oil Surges and US Stock Futures Tumble - Yahoo Finance. Bitcoin Price Slips as Oil Surges and US Stock Futures Tumble  Yahoo Finance
2026-03-08,prescraped,"Bitcoin Has Only a 5% Chance of Hitting $150,000 by June, According to Prediction Markets -- Here's Why I'm Not Taking Those Odds at Face Value - The Motley Fool","Bitcoin Has Only a 5% Chance of Hitting $150,000 by June, According to Prediction Markets -- Here's Why I'm Not Taking Those Odds at Face Value  The Motley Fool","Bitcoin Has Only a 5% Chance of Hitting $150,000 by June, According to Prediction Markets -- Here's Why I'm Not Taking Those Odds at Face Value - The Motley Fool. Bitcoin Has Only a 5% Chance of Hitting $150,000 by June, According to Prediction Markets -- Here's Why I'm Not Taking Those Odds at Face Value  The Motley Fool"
2026-03-08,prescraped,Bitcoin And The Race To Build Money For AI Agents - Forbes,Bitcoin And The Race To Build Money For AI Agents  Forbes,Bitcoin And The Race To Build Money For AI Agents - Forbes. Bitcoin And The Race To Build Money For AI Agents  Forbes
2026-03-08,prescraped,Man says Home Depot has not reimbursed him after employee stole $500 worth of his Bitcoin - Action News 5,Man says Home Depot has not reimbursed him after employee stole $500 worth of his Bitcoin  Action News 5,Man says Home Depot has not reimbursed him after employee stole $500 worth of his Bitcoin - Action News 5. Man says Home Depot has not reimbursed him after employee stole $500 worth of his Bitcoin  Action News 5
2026-03-08,prescraped,Better Crypto Buy: Bitcoin vs. XRP - The Motley Fool,Better Crypto Buy: Bitcoin vs. XRP  The Motley Fool,Better Crypto Buy: Bitcoin vs. XRP - The Motley Fool. Better Crypto Buy: Bitcoin vs. XRP  The Motley Fool
2026-03-08,prescraped,Where Will Bitcoin Be in 2036? - The Motley Fool,Where Will Bitcoin Be in 2036?  The Motley Fool,Where Will Bitcoin Be in 2036? - The Motley Fool. Where Will Bitcoin Be in 2036?  The Motley Fool
2026-03-08,prescraped,Bitcoin whale capitulates after 5 months – Yet exchanges bleed $416.9mln - AMBCrypto,Bitcoin whale capitulates after 5 months – Yet exchanges bleed $416.9mln  AMBCrypto,Bitcoin whale capitulates after 5 months – Yet exchanges bleed $416.9mln - AMBCrypto. Bitcoin whale capitulates after 5 months – Yet exchanges bleed $416.9mln  AMBCrypto
2026-03-08,prescraped,U.S. isn’t really exposed to oil shocks and that might be helping bitcoin stay resilient - CoinDesk,U.S. isn’t really exposed to oil shocks and that might be helping bitcoin stay resilient  CoinDesk,U.S. isn’t really exposed to oil shocks and that might be helping bitcoin stay resilient - CoinDesk. U.S. isn’t really exposed to oil shocks and that might be helping bitcoin stay resilient  CoinDesk
2026-03-08,prescraped,Bitcoin correlation with tech stocks overblown: NYDIG - TradingView,Bitcoin correlation with tech stocks overblown: NYDIG  TradingView,Bitcoin correlation with tech stocks overblown: NYDIG - TradingView. Bitcoin correlation with tech stocks overblown: NYDIG  TradingView
2026-03-08,prescraped,"Bitcoin Could Average $500,000 This Cycle, According to Updated S2F Model by PlanB - TradingView","Bitcoin Could Average $500,000 This Cycle, According to Updated S2F Model by PlanB  TradingView","Bitcoin Could Average $500,000 This Cycle, According to Updated S2F Model by PlanB - TradingView. Bitcoin Could Average $500,000 This Cycle, According to Updated S2F Model by PlanB  TradingView"
2026-03-08,prescraped,Bitcoin’s $74K Breakout Collapses as Whales Dump 66% of Recent Gains - trendingtopics.eu,Bitcoin’s $74K Breakout Collapses as Whales Dump 66% of Recent Gains  trendingtopics.eu,Bitcoin’s $74K Breakout Collapses as Whales Dump 66% of Recent Gains - trendingtopics.eu. Bitcoin’s $74K Breakout Collapses as Whales Dump 66% of Recent Gains  trendingtopics.eu
2026-03-08,prescraped,Bitcoin LTH Supply Activity Continues To Rise — Further Downside For Price? - TradingView,Bitcoin LTH Supply Activity Continues To Rise — Further Downside For Price?  TradingView,Bitcoin LTH Supply Activity Continues To Rise — Further Downside For Price? - TradingView. Bitcoin LTH Supply Activity Continues To Rise — Further Downside For Price?  TradingView
2026-03-08,prescraped,Bitcoin preps fresh trend line showdown as weekly close sparks $60K target - TradingView,Bitcoin preps fresh trend line showdown as weekly close sparks $60K target  TradingView,Bitcoin preps fresh trend line showdown as weekly close sparks $60K target - TradingView. Bitcoin preps fresh trend line showdown as weekly close sparks $60K target  TradingView
2026-03-08,prescraped,Oil rally crushes $37 million in crypto shorts as bitcoin drops - CoinDesk,Oil rally crushes $37 million in crypto shorts as bitcoin drops  CoinDesk,Oil rally crushes $37 million in crypto shorts as bitcoin drops - CoinDesk. Oil rally crushes $37 million in crypto shorts as bitcoin drops  CoinDesk
2026-03-08,prescraped,"Bitcoin slides to $67,000 as ’extreme fear’ grips crypto markets - Investing.com","Bitcoin slides to $67,000 as ’extreme fear’ grips crypto markets  Investing.com","Bitcoin slides to $67,000 as ’extreme fear’ grips crypto markets - Investing.com. Bitcoin slides to $67,000 as ’extreme fear’ grips crypto markets  Investing.com"
2026-03-08,prescraped,"Bitcoin Bear Market Could Be Shrinking, But Are We Watching History Repeating Itself? - TradingView","Bitcoin Bear Market Could Be Shrinking, But Are We Watching History Repeating Itself?  TradingView","Bitcoin Bear Market Could Be Shrinking, But Are We Watching History Repeating Itself? - TradingView. Bitcoin Bear Market Could Be Shrinking, But Are We Watching History Repeating Itself?  TradingView"
2026-03-08,prescraped,Bitcoin Treasuries Media Announces The Ultimate Bitcoin Vegas 2026 Kick-Off - PR Newswire,Bitcoin Treasuries Media Announces The Ultimate Bitcoin Vegas 2026 Kick-Off  PR Newswire,Bitcoin Treasuries Media Announces The Ultimate Bitcoin Vegas 2026 Kick-Off - PR Newswire. Bitcoin Treasuries Media Announces The Ultimate Bitcoin Vegas 2026 Kick-Off  PR Newswire
2026-03-08,prescraped,Orbital data center company to start mining Bitcoin in space - TradingView,Orbital data center company to start mining Bitcoin in space  TradingView,Orbital data center company to start mining Bitcoin in space - TradingView. Orbital data center company to start mining Bitcoin in space  TradingView
2026-03-09,prescraped,Bitcoin-based funds lead $619 million in weekly crypto ETP inflows despite Iran-driven market volatility: CoinShares - The Block,Bitcoin-based funds lead $619 million in weekly crypto ETP inflows despite Iran-driven market volatility: CoinShares  The Block,Bitcoin-based funds lead $619 million in weekly crypto ETP inflows despite Iran-driven market volatility: CoinShares - The Block. Bitcoin-based funds lead $619 million in weekly crypto ETP inflows despite Iran-driven market volatility: CoinShares  The Block
2026-03-09,prescraped,BitGo CEO says Bitcoin’s scarcity remains its most important feature - thestreet.com,BitGo CEO says Bitcoin’s scarcity remains its most important feature  thestreet.com,BitGo CEO says Bitcoin’s scarcity remains its most important feature - thestreet.com. BitGo CEO says Bitcoin’s scarcity remains its most important feature  thestreet.com
2026-03-09,prescraped,Crypto News: Pepeto Presale Accelerates as Bitcoin Price - GlobeNewswire,Crypto News: Pepeto Presale Accelerates as Bitcoin Price  GlobeNewswire,Crypto News: Pepeto Presale Accelerates as Bitcoin Price - GlobeNewswire. Crypto News: Pepeto Presale Accelerates as Bitcoin Price  GlobeNewswire
